school_name,school_about,school_location,country,type,total_student,international_student,accomodation_feature,work_permit_feature,program_cooporation,work_while_study,condition_offer_letter,library,founded,program_name,description,duration,grade_score,overall_band,pte_score, tofel_point,ielts_listening,ielts_speaking,ielts_writting,ielts_reading,new_stream,stream_id,other_fees,application_fee,min_tution_fee_per_semester,max_tution_fee,cost_of_living,currency,acceptance_letter,intake_id,visa_processing_days,process_days,credentials,program_level,other_comment,foundation_fee,acceptable_band,module,english_language,program_sort_order
Norquest College,"NorQuest College is a publicly funded community college in Edmonton, Alberta, Canada. The student body is approximately 10,900 full-time or part-time credit students, and approximately 8,500 non-credit or continuing education students. Approximately 1,600 students graduate each year.","10215 108 St NW, Edmonton, AB T5J 1L6, Canada",Canada,9,19000,850,yes,yes,yes,yes,yes,yes,1965,Bachelor of Mathematics - Mathematics and Statistics (Honours),"Build the skills you need to thrive in a dynamic business world and choose from five specializations in the second year—Management (entrepreneurship or business operations), Accounting, Human Resources Management, Finance (financial services or financial planning), or General Studies—in which you will develop a core understanding of business fundamentals for any career you choose.",8 sem,55,6,,71,5.5,5.5,5.5,5.5,5,,,75,34000,17000,,CAD,52 days,5,,4 Years,Degree,1,"Overall 6 bands, no less than 5.5 bands in each section",,6,6,,
Norquest College,"NorQuest College is a publicly funded community college in Edmonton, Alberta, Canada. The student body is approximately 10,900 full-time or part-time credit students, and approximately 8,500 non-credit or continuing education students. Approximately 1,600 students graduate each year.","10215 108 St NW, Edmonton, AB T5J 1L6, Canada",Canada,9,19000,850,yes,yes,yes,yes,yes,yes,1965,Bachelor of Mathematics - Mathematics – Finance,"Build the skills you need to thrive in a dynamic business world and choose from five specializations in the second year—Management (entrepreneurship or business operations), Accounting, Human Resources Management, Finance (financial services or financial planning), or General Studies—in which you will develop a core understanding of business fundamentals for any career you choose.",8 sem,55,6,,71,5.5,5.5,5.5,5.5,5,,,75,34000,17000,,CAD,52 days,5,,4 Years,Degree,1,"Overall 6 bands, no less than 5.5 bands in each section",,6,6,,
Norquest College,"NorQuest College is a publicly funded community college in Edmonton, Alberta, Canada. The student body is approximately 10,900 full-time or part-time credit students, and approximately 8,500 non-credit or continuing education students. Approximately 1,600 students graduate each year.","10215 108 St NW, Edmonton, AB T5J 1L6, Canada",Canada,9,19000,850,yes,yes,yes,yes,yes,yes,1965,Bachelor of Applied Science - Mechanical Engineering,"Build the skills you need to thrive in a dynamic business world and choose from five specializations in the second year—Management (entrepreneurship or business operations), Accounting, Human Resources Management, Finance (financial services or financial planning), or General Studies—in which you will develop a core understanding of business fundamentals for any career you choose.",8 sem,55,6,,71,5.5,5.5,5.5,5.5,5,,,75,34000,17000,,CAD,52 days,5,,4 Years,Degree,1,"Overall 6 bands, no less than 5.5 bands in each section",,6,6,,
Norquest College,"NorQuest College is a publicly funded community college in Edmonton, Alberta, Canada. The student body is approximately 10,900 full-time or part-time credit students, and approximately 8,500 non-credit or continuing education students. Approximately 1,600 students graduate each year.","10215 108 St NW, Edmonton, AB T5J 1L6, Canada",Canada,9,19000,850,yes,yes,yes,yes,yes,yes,1965,Bachelor of Applied Science - Mechanical Engineering (Co-op),"Build the skills you need to thrive in a dynamic business world and choose from five specializations in the second year—Management (entrepreneurship or business operations), Accounting, Human Resources Management, Finance (financial services or financial planning), or General Studies—in which you will develop a core understanding of business fundamentals for any career you choose.",8 sem,55,6,,71,5.5,5.5,5.5,5.5,5,,,75,34000,17000,,CAD,52 days,5,,4 Years,Degree,1,"Overall 6 bands, no less than 5.5 bands in each section",,6,6,,
Norquest College,"NorQuest College is a publicly funded community college in Edmonton, Alberta, Canada. The student body is approximately 10,900 full-time or part-time credit students, and approximately 8,500 non-credit or continuing education students. Approximately 1,600 students graduate each year.","10215 108 St NW, Edmonton, AB T5J 1L6, Canada",Canada,9,19000,850,yes,yes,yes,yes,yes,yes,1965,Bachelor of Applied Science - Mechanical Engineering – Aerospace,"Build the skills you need to thrive in a dynamic business world and choose from five specializations in the second year—Management (entrepreneurship or business operations), Accounting, Human Resources Management, Finance (financial services or financial planning), or General Studies—in which you will develop a core understanding of business fundamentals for any career you choose.",8 sem,55,6,,71,5.5,5.5,5.5,5.5,5,,,75,34000,17000,,CAD,52 days,5,,4 Years,Degree,1,"Overall 6 bands, no less than 5.5 bands in each section",,6,6,,
Norquest College,"NorQuest College is a publicly funded community college in Edmonton, Alberta, Canada. The student body is approximately 10,900 full-time or part-time credit students, and approximately 8,500 non-credit or continuing education students. Approximately 1,600 students graduate each year.","10215 108 St NW, Edmonton, AB T5J 1L6, Canada",Canada,9,19000,850,yes,yes,yes,yes,yes,yes,1965,Bachelor of Applied Science - Mechanical Engineering - Aerospace (Co-op),"Build the skills you need to thrive in a dynamic business world and choose from five specializations in the second year—Management (entrepreneurship or business operations), Accounting, Human Resources Management, Finance (financial services or financial planning), or General Studies—in which you will develop a core understanding of business fundamentals for any career you choose.",8 sem,55,6,,71,5.5,5.5,5.5,5.5,5,,,75,34000,17000,,CAD,52 days,5,,4 Years,Degree,1,"Overall 6 bands, no less than 5.5 bands in each section",,6,6,,
Norquest College,"NorQuest College is a publicly funded community college in Edmonton, Alberta, Canada. The student body is approximately 10,900 full-time or part-time credit students, and approximately 8,500 non-credit or continuing education students. Approximately 1,600 students graduate each year.","10215 108 St NW, Edmonton, AB T5J 1L6, Canada",Canada,9,19000,850,yes,yes,yes,yes,yes,yes,1965,Bachelor of Applied Science - Mechanical Engineering – Automotive,"Build the skills you need to thrive in a dynamic business world and choose from five specializations in the second year—Management (entrepreneurship or business operations), Accounting, Human Resources Management, Finance (financial services or financial planning), or General Studies—in which you will develop a core understanding of business fundamentals for any career you choose.",8 sem,55,6,,71,5.5,5.5,5.5,5.5,5,,,75,34000,17000,,CAD,52 days,5,,4 Years,Degree,1,"Overall 6 bands, no less than 5.5 bands in each section",,6,6,,
Norquest College,"NorQuest College is a publicly funded community college in Edmonton, Alberta, Canada. The student body is approximately 10,900 full-time or part-time credit students, and approximately 8,500 non-credit or continuing education students. Approximately 1,600 students graduate each year.","10215 108 St NW, Edmonton, AB T5J 1L6, Canada",Canada,9,19000,850,yes,yes,yes,yes,yes,yes,1965,Bachelor of Applied Science - Mechanical Engineering - Automotive (Co-op),"Build the skills you need to thrive in a dynamic business world and choose from five specializations in the second year—Management (entrepreneurship or business operations), Accounting, Human Resources Management, Finance (financial services or financial planning), or General Studies—in which you will develop a core understanding of business fundamentals for any career you choose.",8 sem,55,6,,71,5.5,5.5,5.5,5.5,5,,,75,34000,17000,,CAD,52 days,5,,4 Years,Degree,1,"Overall 6 bands, no less than 5.5 bands in each section",,6,6,,
Norquest College,"NorQuest College is a publicly funded community college in Edmonton, Alberta, Canada. The student body is approximately 10,900 full-time or part-time credit students, and approximately 8,500 non-credit or continuing education students. Approximately 1,600 students graduate each year.","10215 108 St NW, Edmonton, AB T5J 1L6, Canada",Canada,9,19000,850,yes,yes,yes,yes,yes,yes,1965,Bachelor of Applied Science - Mechanical Engineering – Materials,"Build the skills you need to thrive in a dynamic business world and choose from five specializations in the second year—Management (entrepreneurship or business operations), Accounting, Human Resources Management, Finance (financial services or financial planning), or General Studies—in which you will develop a core understanding of business fundamentals for any career you choose.",8 sem,55,6,,71,5.5,5.5,5.5,5.5,5,,,75,34000,17000,,CAD,52 days,5,,4 Years,Degree,1,"Overall 6 bands, no less than 5.5 bands in each section",,6,6,,
Norquest College,"NorQuest College is a publicly funded community college in Edmonton, Alberta, Canada. The student body is approximately 10,900 full-time or part-time credit students, and approximately 8,500 non-credit or continuing education students. Approximately 1,600 students graduate each year.","10215 108 St NW, Edmonton, AB T5J 1L6, Canada",Canada,9,19000,850,yes,yes,yes,yes,yes,yes,1965,Bachelor of Applied Science - Mechanical Engineering - Materials (Co-op),"Build the skills you need to thrive in a dynamic business world and choose from five specializations in the second year—Management (entrepreneurship or business operations), Accounting, Human Resources Management, Finance (financial services or financial planning), or General Studies—in which you will develop a core understanding of business fundamentals for any career you choose.",8 sem,55,6,,71,5.5,5.5,5.5,5.5,5,,,75,34000,17000,,CAD,52 days,5,,4 Years,Degree,1,"Overall 6 bands, no less than 5.5 bands in each section",,6,6,,
